qid,article_id,beat,author_cleaned2,wordcount,article_len_char,_article,_article_len_char,section2,wordcount_quote,wordcount_paragraph,wordcount_fullspeech,char_count_quote,char_count_paragraph,char_count_fullspeech,wordcount_nostopwords_quote,wordcount_nostopwords_paragraph,wordcount_nostopwords_fullspeech,char_count_nostopwords_quote,char_count_nostopwords_paragraph,char_count_nostopwords_fullspeech,malay,mandarin,tamil,vernacular,translations,year,ge2006,ge2011,ge2015,ge2006_1mth,ge2006_3mths,ge2006_6mths,ge2011_1mth,ge2011_3mths,ge2011_6mths,ge2015_1mth,ge2015_3mths,ge2015_6mths,be2012,be2013,be2016,be2012_1mth,be2012_3mths,be2013_1mth,be2013_3mths,be2016_1mth,be2016_3mths,pe2005,pe2011,pe2005_1mth,pe2005_3mths,pe2005_6mths,pe2011_1mth,pe2011_3mths,pe2011_6mths,weekday
14700,95,none,10,584,3325,353,2453,singapore,6,233.0,1669,29,1256.0,9028,2,95.0,747,12,732.0,5465,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14701,1951,none,264,494,2920,315,2229,singapore,15,34.0,974,83,205.0,5486,8,18.0,475,66,153.0,3584,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wednesday
14702,1951,none,264,494,2920,315,2229,singapore,6,120.0,974,35,687.0,5486,3,59.0,475,24,450.0,3584,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wednesday
14703,1951,none,264,494,2920,315,2229,singapore,24,107.0,131,129,558.0,680,9,45.0,57,79,342.0,418,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wednesday
14704,1951,none,264,494,2920,315,2229,singapore,19,115.0,974,99,648.0,5486,11,61.0,475,73,442.0,3584,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wednesday
14705,1951,none,264,494,2920,315,2229,singapore,33,107.0,1331,218,635.0,7526,17,51.0,677,148,421.0,5043,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wednesday
14706,548,none,20,471,2539,279,1814,singapore,20,80.0,1239,85,386.0,6683,11,38.0,600,59,232.0,4168,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14707,548,none,20,471,2539,279,1814,singapore,2,90.0,1239,15,507.0,6683,2,41.0,600,15,319.0,4168,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14708,548,none,20,471,2539,279,1814,singapore,26,72.0,249,130,344.0,1236,10,28.0,106,74,179.0,694,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14709,548,none,20,471,2539,279,1814,singapore,17,142.0,522,69,712.0,2613,5,55.0,219,31,401.0,1491,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14710,548,none,20,471,2539,279,1814,singapore,2,43.0,522,14,200.0,2613,2,18.0,219,14,110.0,1491,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14711,548,none,20,471,2539,279,1814,singapore,26,80.0,427,115,396.0,2223,11,33.0,185,68,226.0,1309,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14712,548,none,20,471,2539,279,1814,singapore,30,80.0,427,163,396.0,2223,12,33.0,185,94,226.0,1309,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14713,1818,,0,242,1372,147,1014,singapore,17,33.0,33,95,185.0,185,8,16.0,16,61,121.0,121,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14714,1818,,0,242,1372,147,1014,singapore,19,77.0,86,119,498.0,556,10,37.0,40,83,318.0,343,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14715,1118,none,42,461,2593,284,1924,singapore,27,77.0,86,162,498.0,556,15,37.0,40,116,318.0,343,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14716,1118,none,42,461,2593,284,1924,singapore,37,77.0,86,201,498.0,556,16,37.0,40,124,318.0,343,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14717,3366,none,266,290,1541,175,1115,singapore,35,74.0,2736,162,402.0,15799,15,40.0,1444,95,283.0,10812,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14718,3366,none,266,290,1541,175,1115,singapore,15,150.0,2736,91,865.0,15799,10,90.0,1444,71,624.0,10812,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14719,3366,none,266,290,1541,175,1115,singapore,10,150.0,2736,60,865.0,15799,7,90.0,1444,49,624.0,10812,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14720,2878,none,249,282,1800,186,1443,singapore,22,69.0,1735,160,454.0,11066,14,38.0,1007,132,341.0,8297,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14721,2878,none,249,282,1800,186,1443,singapore,14,63.0,1735,96,380.0,11066,9,36.0,1007,80,290.0,8297,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14722,1609,none,135,524,2934,328,2212,prime news,3,98.0,98,17,513.0,513,1,41.0,41,8,300.0,300,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,saturday
14723,2995,none,38,1168,6494,676,4584,review - insight,5,240.0,2706,28,1393.0,14774,2,109.0,1256,13,847.0,9118,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14724,2995,none,38,1168,6494,676,4584,review - insight,34,240.0,2706,204,1393.0,14774,18,109.0,1256,139,847.0,9118,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14725,2995,none,38,1168,6494,676,4584,review - insight,38,240.0,2706,216,1393.0,14774,17,109.0,1256,132,847.0,9118,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14726,2995,none,38,1168,6494,676,4584,review - insight,23,240.0,2706,134,1393.0,14774,10,109.0,1256,73,847.0,9118,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14727,2995,none,38,1168,6494,676,4584,review - insight,2,240.0,2706,14,1393.0,14774,1,109.0,1256,6,847.0,9118,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14728,2995,none,38,1168,6494,676,4584,review - insight,18,157.0,1797,99,814.0,10001,9,75.0,917,61,502.0,6566,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14729,2995,none,38,1168,6494,676,4584,review - insight,30,86.0,2298,174,473.0,13369,14,45.0,1223,115,308.0,9220,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14730,915,,0,457,2649,279,1930,singapore,3,106.0,2364,14,642.0,13109,2,54.0,1275,10,450.0,8997,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14731,915,,0,457,2649,279,1930,singapore,5,106.0,2364,29,642.0,13109,3,54.0,1275,24,450.0,8997,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14732,915,,0,457,2649,279,1930,singapore,15,115.0,5308,70,604.0,27584,7,54.0,2562,39,341.0,16971,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14733,915,,0,457,2649,279,1930,singapore,44,115.0,5308,242,604.0,27584,19,54.0,2562,144,341.0,16971,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14734,915,,0,457,2649,279,1930,singapore,22,135.0,2364,125,780.0,13109,9,63.0,1275,78,503.0,8997,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14735,915,,0,457,2649,279,1930,singapore,3,131.0,5308,20,711.0,27584,2,64.0,2562,15,448.0,16971,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14736,1754,none,259,285,1702,163,1262,prime news,5,70.0,1298,27,419.0,7701,3,35.0,655,20,274.0,5191,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14737,1754,none,259,285,1702,163,1262,prime news,32,70.0,1298,165,419.0,7701,14,35.0,655,107,274.0,5191,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14738,1754,none,259,285,1702,163,1262,prime news,29,191.0,1298,165,1121.0,7701,14,98.0,655,106,750.0,5191,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14739,2961,none,271,668,3927,404,2930,prime news,30,89.0,181,182,528.0,1042,16,46.0,90,132,359.0,692,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14740,2961,none,271,668,3927,404,2930,prime news,30,89.0,181,175,528.0,1042,12,46.0,90,108,359.0,692,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14741,2961,none,271,668,3927,404,2930,prime news,12,125.0,3041,93,779.0,18640,6,65.0,1600,63,555.0,13207,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14742,800,,0,351,1988,246,1539,singapore,23,40.0,2417,108,214.0,13995,12,24.0,1292,70,155.0,9718,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14743,800,,0,351,1988,246,1539,singapore,3,132.0,2417,13,752.0,13995,1,71.0,1292,4,507.0,9718,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14744,800,,0,351,1988,246,1539,singapore,4,151.0,1643,18,809.0,8726,3,68.0,743,17,491.0,5233,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14745,800,,0,351,1988,246,1539,singapore,2,151.0,1643,12,809.0,8726,2,68.0,743,12,491.0,5233,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14746,2802,none,226,789,4469,459,3246,prime news,3,107.0,5540,17,638.0,31477,3,65.0,2911,17,471.0,21318,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14747,2802,none,226,789,4469,459,3246,prime news,10,143.0,2491,81,827.0,14361,10,79.0,1330,81,587.0,9898,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14748,2802,none,226,789,4469,459,3246,prime news,4,143.0,2491,20,827.0,14361,2,79.0,1330,15,587.0,9898,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14749,2802,none,226,789,4469,459,3246,prime news,3,93.0,5540,24,500.0,31477,2,42.0,2911,23,312.0,21318,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14750,2802,none,226,789,4469,459,3246,prime news,18,143.0,5540,90,733.0,31477,9,69.0,2911,55,466.0,21318,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tuesday
14751,1424,none,191,519,2787,341,2049,singapore,17,117.0,5501,87,605.0,30793,7,66.0,2875,50,400.0,20364,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14752,1424,none,191,519,2787,341,2049,singapore,20,159.0,5501,128,906.0,30793,11,94.0,2875,90,639.0,20364,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14753,1424,none,191,519,2787,341,2049,singapore,1,96.0,5501,9,511.0,30793,1,50.0,2875,9,345.0,20364,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14754,1424,none,191,519,2787,341,2049,singapore,1,124.0,5501,6,695.0,30793,1,64.0,2875,6,454.0,20364,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,friday
14755,3368,,0,1213,6900,744,5078,singapore,4,44.0,5593,23,240.0,31499,2,23.0,2882,16,158.0,20992,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14756,3368,,0,1213,6900,744,5078,singapore,4,44.0,5593,23,240.0,31499,2,23.0,2882,16,158.0,20992,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14757,3368,,0,1213,6900,744,5078,singapore,24,75.0,5593,135,397.0,31499,11,37.0,2882,84,261.0,20992,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14758,1423,,0,1961,10981,1195,8008,singapore,5,148.0,6024,26,733.0,31453,3,86.0,3514,17,499.0,21914,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14759,1423,,0,1961,10981,1195,8008,singapore,3,148.0,6024,16,733.0,31453,2,86.0,3514,15,499.0,21914,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14760,1423,,0,1961,10981,1195,8008,singapore,27,148.0,6024,150,733.0,31453,14,86.0,3514,110,499.0,21914,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,friday
14761,1230,none,258,359,2033,213,1479,singapore,32,154.0,2145,175,890.0,12365,13,80.0,1221,100,583.0,8844,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wednesday
14762,2745,,0,285,1559,184,1191,singapore,4,132.0,2638,31,717.0,14458,3,57.0,1258,27,422.0,9130,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14763,2745,,0,285,1559,184,1191,singapore,3,132.0,2638,14,717.0,14458,2,57.0,1258,12,422.0,9130,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14764,2745,,0,285,1559,184,1191,singapore,30,132.0,2638,162,717.0,14458,15,57.0,1258,105,422.0,9130,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14765,2745,,0,285,1559,184,1191,singapore,24,130.0,131,111,664.0,665,11,54.0,54,69,383.0,383,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14766,2745,,0,285,1559,184,1191,singapore,26,130.0,131,138,664.0,665,11,54.0,54,81,383.0,383,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14767,2745,,0,285,1559,184,1191,singapore,28,137.0,137,126,668.0,668,14,57.0,57,83,373.0,373,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14768,1618,none,191,436,2583,283,2003,singapore,16,75.0,492,94,412.0,2795,7,45.0,308,62,292.0,2059,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14769,1618,none,191,436,2583,283,2003,singapore,24,75.0,492,131,412.0,2795,11,45.0,308,78,292.0,2059,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14770,1618,none,191,436,2583,283,2003,singapore,29,75.0,492,164,412.0,2795,17,45.0,308,129,292.0,2059,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14771,1618,none,191,436,2583,283,2003,singapore,6,75.0,492,35,412.0,2795,4,45.0,308,30,292.0,2059,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,saturday
14772,595,none,10,549,3046,346,2277,singapore,2,120.0,339,8,633.0,1825,1,57.0,163,7,396.0,1169,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14773,595,none,10,549,3046,346,2277,singapore,19,69.0,339,116,406.0,1825,12,40.0,163,92,305.0,1169,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14774,595,none,10,549,3046,346,2277,singapore,17,69.0,339,69,406.0,1825,7,40.0,163,42,305.0,1169,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14775,595,none,10,549,3046,346,2277,singapore,2,115.0,1319,10,603.0,6997,2,56.0,598,10,370.0,4167,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14776,595,none,10,549,3046,346,2277,singapore,12,100.0,1319,52,542.0,6997,4,48.0,598,25,343.0,4167,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14777,595,none,10,549,3046,346,2277,singapore,9,124.0,124,32,700.0,700,2,57.0,57,10,438.0,438,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14778,595,none,10,549,3046,346,2277,singapore,7,19.0,137,29,118.0,718,3,10.0,64,16,86.0,432,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thursday
14779,3381,none,259,641,3605,401,2645,singapore,31,110.0,5629,174,587.0,31523,10,47.0,2801,89,349.0,20239,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,thursday
14780,3381,none,259,641,3605,401,2645,singapore,25,110.0,5629,125,566.0,31523,9,46.0,2801,71,327.0,20239,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,thursday
14781,3381,none,259,641,3605,401,2645,singapore,36,95.0,5629,200,505.0,31523,18,44.0,2801,128,304.0,20239,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,thursday
14782,3191,none,272,1319,7785,799,5801,singapore,12,95.0,5629,51,505.0,31523,2,44.0,2801,13,304.0,20239,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14783,3191,none,272,1319,7785,799,5801,singapore,35,95.0,5629,190,505.0,31523,15,44.0,2801,117,304.0,20239,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14784,3191,none,272,1319,7785,799,5801,singapore,33,97.0,2033,179,508.0,10775,15,55.0,1088,123,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14785,3191,none,272,1319,7785,799,5801,singapore,22,97.0,2033,99,508.0,10775,7,55.0,1088,44,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14786,3191,none,272,1319,7785,799,5801,singapore,62,97.0,2033,354,508.0,10775,29,55.0,1088,235,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14787,3191,none,272,1319,7785,799,5801,singapore,28,97.0,2033,151,508.0,10775,12,55.0,1088,91,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14788,3191,none,272,1319,7785,799,5801,singapore,18,97.0,2033,82,508.0,10775,5,55.0,1088,38,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14789,3191,none,272,1319,7785,799,5801,singapore,34,97.0,2033,185,508.0,10775,11,55.0,1088,99,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14790,3191,none,272,1319,7785,799,5801,singapore,43,97.0,2033,214,508.0,10775,16,55.0,1088,127,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14791,3191,none,272,1319,7785,799,5801,singapore,23,97.0,2033,140,508.0,10775,10,55.0,1088,96,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14792,3191,none,272,1319,7785,799,5801,singapore,41,97.0,2033,224,508.0,10775,20,55.0,1088,151,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14793,3191,none,272,1319,7785,799,5801,singapore,59,97.0,2033,327,508.0,10775,27,55.0,1088,212,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14794,3191,none,272,1319,7785,799,5801,singapore,37,97.0,2033,223,508.0,10775,21,55.0,1088,167,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14795,3191,none,272,1319,7785,799,5801,singapore,61,97.0,2033,359,508.0,10775,30,55.0,1088,243,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14796,3191,none,272,1319,7785,799,5801,singapore,50,97.0,2033,294,508.0,10775,25,55.0,1088,200,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14797,3191,none,272,1319,7785,799,5801,singapore,26,97.0,2033,150,508.0,10775,14,55.0,1088,109,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14798,3191,none,272,1319,7785,799,5801,singapore,33,97.0,2033,200,508.0,10775,18,55.0,1088,144,357.0,7156,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
14799,2957,,0,217,1343,134,1035,singapore,38,61.0,399,218,370.0,2436,18,32.0,227,138,255.0,1788,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tuesday
