qid,article_id,beat,author_cleaned2,wordcount,article_len_char,_article,_article_len_char,section2,wordcount_quote,wordcount_paragraph,wordcount_fullspeech,char_count_quote,char_count_paragraph,char_count_fullspeech,wordcount_nostopwords_quote,wordcount_nostopwords_paragraph,wordcount_nostopwords_fullspeech,char_count_nostopwords_quote,char_count_nostopwords_paragraph,char_count_nostopwords_fullspeech,malay,mandarin,tamil,vernacular,translations,year,ge2006,ge2011,ge2015,ge2006_1mth,ge2006_3mths,ge2006_6mths,ge2011_1mth,ge2011_3mths,ge2011_6mths,ge2015_1mth,ge2015_3mths,ge2015_6mths,be2012,be2013,be2016,be2012_1mth,be2012_3mths,be2013_1mth,be2013_3mths,be2016_1mth,be2016_3mths,pe2005,pe2011,pe2005_1mth,pe2005_3mths,pe2005_6mths,pe2011_1mth,pe2011_3mths,pe2011_6mths,weekday
103,880,none,19,555,3223,345,2438,singapore,36,164.0,501,184,868.0,2710,14,69.0,216,105,524.0,1649,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
104,886,none,4,365,2156,237,1653,singapore,3,87.0,2333,20,470.0,13051,2,37.0,1146,15,279.0,8600,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
105,886,none,4,365,2156,237,1653,singapore,2,143.0,2333,20,744.0,13051,2,73.0,1146,20,506.0,8600,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
106,886,none,4,365,2156,237,1653,singapore,9,143.0,2333,45,744.0,13051,3,73.0,1146,25,506.0,8600,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
107,886,none,4,365,2156,237,1653,singapore,16,155.0,2333,91,871.0,13051,8,79.0,1146,64,591.0,8600,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
108,886,none,4,365,2156,237,1653,singapore,63,48.0,1807,350,288.0,10530,34,30.0,985,234,213.0,7403,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
109,908,none,15,521,2939,315,2163,top of the news,45,173.0,2281,241,978.0,13664,20,87.0,1309,138,608.0,9880,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,thursday
110,908,none,15,521,2939,315,2163,top of the news,13,48.0,2281,81,275.0,13664,10,28.0,1309,72,213.0,9880,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,thursday
111,991,political,10,845,4750,505,3449,singapore,41,161.0,3868,244,914.0,21611,22,90.0,2064,171,632.0,14596,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thursday
112,991,political,10,845,4750,505,3449,singapore,16,161.0,3868,86,914.0,21611,8,90.0,2064,62,632.0,14596,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thursday
113,991,political,10,845,4750,505,3449,singapore,15,101.0,3121,77,531.0,17164,6,50.0,1578,42,340.0,11144,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thursday
114,991,political,10,845,4750,505,3449,singapore,1,119.0,2542,11,797.0,15288,1,75.0,1432,11,626.0,11024,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thursday
115,991,political,10,845,4750,505,3449,singapore,2,110.0,1350,21,595.0,7214,2,48.0,624,21,361.0,4432,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thursday
116,991,political,10,845,4750,505,3449,singapore,3,181.0,2992,23,1068.0,17151,2,93.0,1551,19,732.0,11546,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thursday
117,991,political,10,845,4750,505,3449,singapore,28,110.0,1350,125,595.0,7214,10,48.0,624,63,361.0,4432,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thursday
118,991,political,10,845,4750,505,3449,singapore,15,110.0,1350,74,595.0,7214,6,48.0,624,42,361.0,4432,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thursday
119,996,political,10,898,5102,502,3620,prime news,7,69.0,502,39,367.0,2596,4,31.0,216,31,232.0,1521,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
120,996,political,10,898,5102,502,3620,prime news,28,146.0,204,176,842.0,1162,14,67.0,93,114,540.0,742,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
121,996,political,10,898,5102,502,3620,prime news,28,164.0,502,143,857.0,2596,11,76.0,216,85,533.0,1521,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
122,996,political,10,898,5102,502,3620,prime news,67,164.0,502,355,857.0,2596,30,76.0,216,226,533.0,1521,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
123,996,political,10,898,5102,502,3620,prime news,36,122.0,168,210,717.0,992,17,64.0,86,143,497.0,678,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
124,996,political,10,898,5102,502,3620,prime news,35,103.0,216,155,531.0,1148,12,39.0,84,74,296.0,637,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
125,996,political,10,898,5102,502,3620,prime news,29,33.0,682,146,166.0,3691,10,11.0,323,74,84.0,2296,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
126,996,political,10,898,5102,502,3620,prime news,34,140.0,363,173,684.0,1826,15,67.0,166,104,420.0,1089,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
127,1000,political,18,974,5496,583,4018,prime news,5,113.0,5186,28,645.0,30644,3,55.0,2776,22,411.0,21281,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
128,1000,political,18,974,5496,583,4018,prime news,37,113.0,5186,232,645.0,30644,20,55.0,2776,170,411.0,21281,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
129,1000,political,18,974,5496,583,4018,prime news,24,113.0,5186,142,645.0,30644,13,55.0,2776,104,411.0,21281,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
130,1000,political,18,974,5496,583,4018,prime news,22,46.0,1962,128,302.0,11591,9,25.0,1030,75,221.0,8000,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
131,1000,political,18,974,5496,583,4018,prime news,46,46.0,1962,246,302.0,11591,21,25.0,1030,162,221.0,8000,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
132,1000,political,18,974,5496,583,4018,prime news,29,151.0,1993,157,841.0,11238,14,76.0,1051,103,567.0,7628,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
133,1000,political,18,974,5496,583,4018,prime news,23,93.0,1993,109,525.0,11238,10,51.0,1051,62,362.0,7628,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
134,1000,political,18,974,5496,583,4018,prime news,41,93.0,1993,233,525.0,11238,24,51.0,1051,173,362.0,7628,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
135,1000,political,18,974,5496,583,4018,prime news,61,148.0,2351,332,792.0,13413,31,77.0,1262,219,530.0,9308,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
136,1000,political,18,974,5496,583,4018,prime news,21,124.0,2317,124,724.0,12860,9,59.0,1139,74,467.0,8370,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
137,1006,political,20,843,4630,494,3374,singapore,1,250.0,250,6,1337.0,1337,1,111.0,111,6,813.0,813,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tuesday
138,1006,political,20,843,4630,494,3374,singapore,26,171.0,305,129,938.0,1765,11,81.0,151,84,607.0,1193,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tuesday
139,1013,political,10,821,4616,484,3267,singapore,41,137.0,6007,239,781.0,31830,17,65.0,2807,142,492.0,19371,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
140,1013,political,10,821,4616,484,3267,singapore,18,137.0,6007,91,781.0,31830,10,65.0,2807,63,492.0,19371,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
141,1013,political,10,821,4616,484,3267,singapore,25,137.0,6007,149,781.0,31830,13,65.0,2807,101,492.0,19371,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
142,1013,political,10,821,4616,484,3267,singapore,15,137.0,6007,76,781.0,31830,8,65.0,2807,52,492.0,19371,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
143,1013,political,10,821,4616,484,3267,singapore,23,137.0,6007,116,781.0,31830,13,65.0,2807,85,492.0,19371,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
144,1013,political,10,821,4616,484,3267,singapore,19,163.0,6007,112,902.0,31830,10,75.0,2807,72,568.0,19371,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
145,1013,political,10,821,4616,484,3267,singapore,33,173.0,6007,147,887.0,31830,13,79.0,2807,83,546.0,19371,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
146,1013,political,10,821,4616,484,3267,singapore,20,228.0,6007,98,1171.0,31830,10,103.0,2807,70,694.0,19371,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
147,1013,political,10,821,4616,484,3267,singapore,2,165.0,3031,19,950.0,17596,2,82.0,1590,19,629.0,12010,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,friday
148,1017,none,21,999,5588,579,4027,singapore,2,115.0,527,10,622.0,2896,2,56.0,281,10,406.0,1957,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
149,1017,none,21,999,5588,579,4027,singapore,14,84.0,316,60,451.0,1791,6,46.0,168,35,320.0,1234,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
150,1020,none,21,1039,5826,611,4181,singapore,2,144.0,566,18,804.0,3212,2,68.0,275,18,533.0,2092,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
151,1020,none,21,1039,5826,611,4181,singapore,4,101.0,3920,21,525.0,22761,2,41.0,2066,11,292.0,15368,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
152,1020,none,21,1039,5826,611,4181,singapore,8,71.0,3920,38,390.0,22761,4,35.0,2066,24,249.0,15368,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
153,1020,none,21,1039,5826,611,4181,singapore,29,36.0,3132,125,170.0,16958,9,14.0,1547,48,88.0,10725,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
154,1026,political,10,970,5496,588,4005,singapore,33,91.0,2465,148,512.0,14171,10,41.0,1203,65,312.0,9216,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,saturday
155,1027,political,20,856,4941,500,3556,singapore,26,100.0,100,129,533.0,533,11,48.0,48,78,343.0,343,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
156,1027,political,20,856,4941,500,3556,singapore,5,89.0,590,40,557.0,3721,4,50.0,338,36,407.0,2731,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
157,1027,political,20,856,4941,500,3556,singapore,24,199.0,199,134,1100.0,1100,11,86.0,86,78,670.0,670,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
158,1029,political,10,816,4555,485,3276,singapore,44,50.0,2269,210,260.0,12785,22,24.0,1127,140,176.0,8480,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
159,1029,political,10,816,4555,485,3276,singapore,14,95.0,2269,75,523.0,12785,6,48.0,1127,37,332.0,8480,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
160,1029,political,10,816,4555,485,3276,singapore,6,93.0,3332,33,527.0,18797,3,43.0,1650,24,329.0,12222,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
161,1029,political,10,816,4555,485,3276,singapore,31,107.0,3332,173,634.0,18797,13,58.0,1650,102,450.0,12222,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
162,1029,political,10,816,4555,485,3276,singapore,6,93.0,3332,33,527.0,18797,3,43.0,1650,24,329.0,12222,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wednesday
163,1033,none,22,827,4731,513,3556,singapore,2,58.0,5712,8,344.0,31818,2,33.0,2919,8,258.0,20914,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friday
164,1033,none,22,827,4731,513,3556,singapore,2,89.0,5712,7,496.0,31818,2,49.0,2919,7,342.0,20914,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friday
165,1033,none,22,827,4731,513,3556,singapore,2,100.0,1274,16,598.0,7567,2,58.0,733,16,453.0,5475,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friday
166,1033,none,22,827,4731,513,3556,singapore,13,82.0,1337,74,480.0,8077,7,40.0,749,53,334.0,5835,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friday
167,1033,none,22,827,4731,513,3556,singapore,37,82.0,5712,199,431.0,31818,18,42.0,2919,135,278.0,20914,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friday
168,1033,none,22,827,4731,513,3556,singapore,5,51.0,1337,29,284.0,8077,5,30.0,749,29,213.0,5835,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friday
169,1033,none,22,827,4731,513,3556,singapore,24,66.0,5712,114,329.0,31818,14,39.0,2919,81,232.0,20914,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friday
170,1033,none,22,827,4731,513,3556,singapore,18,280.0,642,72,1561.0,3537,6,132.0,302,34,996.0,2221,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friday
171,1043,none,21,1041,5944,636,4349,singapore,11,181.0,5423,52,987.0,31313,5,87.0,2966,37,613.0,21584,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
172,1043,none,21,1041,5944,636,4349,singapore,11,181.0,5423,52,987.0,31313,5,87.0,2966,37,613.0,21584,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
173,1043,none,21,1041,5944,636,4349,singapore,15,112.0,112,68,565.0,565,4,54.0,54,26,341.0,341,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
174,1043,none,21,1041,5944,636,4349,singapore,10,121.0,221,62,751.0,1346,6,68.0,122,50,550.0,969,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
175,1043,none,21,1041,5944,636,4349,singapore,52,63.0,890,308,333.0,4998,30,31.0,465,213,217.0,3352,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
176,1043,none,21,1041,5944,636,4349,singapore,49,76.0,137,282,446.0,819,24,41.0,78,190,317.0,592,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
177,1054,economics,6,1035,5492,627,3914,singapore,27,86.0,173,120,456.0,939,13,39.0,86,80,286.0,606,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
178,1054,economics,6,1035,5492,627,3914,singapore,2,129.0,129,17,735.0,735,2,63.0,63,17,478.0,478,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
179,1054,economics,6,1035,5492,627,3914,singapore,17,91.0,91,90,483.0,483,7,47.0,47,50,314.0,314,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
180,1058,political,10,817,4588,487,3345,singapore,36,156.0,2666,189,896.0,15378,17,80.0,1348,116,596.0,10201,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
181,1058,political,10,817,4588,487,3345,singapore,4,136.0,1376,25,785.0,8130,3,71.0,744,24,547.0,5704,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
182,1058,political,10,817,4588,487,3345,singapore,8,135.0,1350,51,721.0,7214,4,58.0,624,36,440.0,4432,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
183,1058,political,10,817,4588,487,3345,singapore,31,322.0,1350,158,1739.0,7214,17,150.0,624,110,1084.0,4432,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
184,1058,political,10,817,4588,487,3345,singapore,30,58.0,1376,168,343.0,8130,14,32.0,744,115,247.0,5704,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
185,1058,political,10,817,4588,487,3345,singapore,9,39.0,1418,53,217.0,8119,6,19.0,741,42,148.0,5585,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
186,1058,political,10,817,4588,487,3345,singapore,22,75.0,1418,132,417.0,8119,13,38.0,741,95,273.0,5585,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
187,1058,political,10,817,4588,487,3345,singapore,39,172.0,2876,179,858.0,16260,11,73.0,1460,75,481.0,10849,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
188,1058,political,10,817,4588,487,3345,singapore,37,147.0,1418,208,828.0,8119,17,75.0,741,137,562.0,5585,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tuesday
189,910,none,23,688,3945,415,2855,singapore,18,193.0,2480,108,1117.0,14179,9,94.0,1374,70,745.0,9899,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
190,910,none,23,688,3945,415,2855,singapore,11,193.0,2480,60,1117.0,14179,5,94.0,1374,45,745.0,9899,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
191,910,none,23,688,3945,415,2855,singapore,10,193.0,2480,60,1117.0,14179,5,94.0,1374,42,745.0,9899,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
192,910,none,23,688,3945,415,2855,singapore,19,193.0,2480,82,1117.0,14179,7,94.0,1374,44,745.0,9899,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
193,910,none,23,688,3945,415,2855,singapore,1,79.0,5333,10,508.0,31539,1,52.0,2975,10,413.0,22247,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
194,910,none,23,688,3945,415,2855,singapore,9,58.0,2480,38,289.0,14179,6,29.0,1374,28,172.0,9899,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
195,910,none,23,688,3945,415,2855,singapore,52,125.0,479,260,682.0,2724,18,52.0,243,119,383.0,1809,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
196,910,none,23,688,3945,415,2855,singapore,35,221.0,223,201,1310.0,1329,22,123.0,125,154,920.0,937,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
197,910,none,23,688,3945,415,2855,singapore,16,196.0,2491,76,1094.0,13625,7,96.0,1203,44,697.0,8565,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thursday
198,1111,,0,309,1819,195,1390,top of the news,30,232.0,5476,171,1430.0,32013,14,138.0,3035,113,1073.0,22416,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,saturday
199,1132,none,16,600,3312,371,2427,singapore,23,50.0,178,125,249.0,945,10,19.0,78,77,136.0,556,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
200,1132,none,16,600,3312,371,2427,singapore,31,63.0,663,184,402.0,3876,17,38.0,389,132,306.0,2795,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
201,1132,none,16,600,3312,371,2427,singapore,18,138.0,216,98,776.0,1200,9,66.0,101,69,513.0,763,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
202,1132,none,16,600,3312,371,2427,singapore,25,138.0,216,140,776.0,1200,12,66.0,101,89,513.0,763,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
203,1132,none,16,600,3312,371,2427,singapore,42,138.0,216,238,776.0,1200,21,66.0,101,159,513.0,763,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
