qid,partialscore_quote_to_sentence,tokensetscore_quote_to_sentence,partialscore_quote_to_paragraph,tokensetscore_quote_to_paragraph,partialscore_quote_to_fullspeech,tokensetscore_quote_to_fullspeech,_partialscore_sentence,tokensetscore_quote_to_sentence_nostopwords,_partialscore_paragraph,tokensetscore_quote_to_paragraph_nostopwords,_partialscore_speech,tokensetscore_quote_to_fullspeech_nostopwords
10802,73.0,83,86.0,93,86,95,74.0,82,91.0,93,91,93
10803,94.0,100,94.0,98,94,98,91.0,100,92.0,98,92,98
10804,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10805,94.0,97,95.0,100,95,100,89.0,94,95.0,100,95,100
10806,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10807,93.0,100,93.0,100,93,100,100.0,100,100.0,100,100,100
10808,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10809,98.0,100,98.0,100,98,100,98.0,100,98.0,100,98,100
10810,81.0,83,80.0,96,80,100,81.0,78,79.0,94,79,100
10811,65.0,87,69.0,86,94,97,60.0,81,68.0,84,97,96
10812,80.0,91,80.0,92,80,92,85.0,91,85.0,86,85,86
10813,96.0,100,96.0,100,96,100,100.0,100,100.0,100,100,100
10814,92.0,100,92.0,100,92,100,100.0,100,100.0,100,100,100
10815,82.0,90,83.0,84,83,87,90.0,94,91.0,82,91,82
10816,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10817,87.0,94,88.0,98,88,98,89.0,94,89.0,100,89,100
10818,63.0,73,81.0,98,81,98,66.0,67,75.0,100,75,100
10819,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10820,94.0,96,82.0,91,82,98,98.0,95,81.0,90,81,96
10821,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10822,81.0,94,81.0,96,81,96,82.0,96,82.0,96,82,96
10823,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10824,77.0,87,77.0,87,77,87,100.0,100,100.0,100,100,100
10825,99.0,99,99.0,91,99,95,99.0,99,99.0,85,99,91
10826,93.0,100,93.0,100,93,100,100.0,100,100.0,100,100,100
10827,94.0,99,94.0,99,94,100,100.0,100,100.0,100,100,100
10828,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10829,99.0,93,99.0,90,99,94,99.0,95,99.0,84,99,90
10830,99.0,100,99.0,100,99,100,100.0,100,100.0,100,100,100
10831,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10832,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10833,67.0,96,67.0,98,67,98,68.0,100,68.0,100,68,100
10834,90.0,95,90.0,95,90,100,90.0,96,90.0,96,90,100
10835,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10836,98.0,98,98.0,96,98,99,100.0,100,100.0,100,100,100
10837,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
10838,87.0,100,87.0,100,87,100,93.0,100,93.0,100,93,100
10839,95.0,100,95.0,100,95,100,100.0,100,100.0,100,100,100
10840,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10841,86.0,100,86.0,100,86,100,86.0,100,86.0,100,86,100
10842,83.0,97,83.0,97,83,97,79.0,100,79.0,100,79,100
10843,90.0,97,91.0,96,91,100,90.0,95,90.0,95,90,100
10844,96.0,100,42.0,48,96,100,97.0,100,43.0,46,97,100
10845,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10846,93.0,100,93.0,96,93,98,94.0,100,92.0,96,92,98
10847,85.0,92,85.0,92,85,100,83.0,93,84.0,91,84,100
10848,91.0,96,91.0,92,91,100,90.0,97,91.0,92,91,100
10849,82.0,90,100.0,100,100,100,84.0,92,100.0,100,100,100
10850,43.0,71,88.0,93,88,93,43.0,69,90.0,91,90,91
10851,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10852,96.0,97,96.0,96,96,96,99.0,99,99.0,96,99,96
10853,100.0,100,99.0,100,100,100,100.0,100,100.0,100,100,100
10854,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10855,97.0,98,97.0,98,97,98,100.0,100,100.0,100,100,100
10856,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10857,97.0,99,97.0,99,97,100,100.0,100,100.0,100,100,100
10858,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10859,60.0,83,100.0,100,100,100,64.0,84,100.0,100,100,100
10860,91.0,97,92.0,100,92,100,100.0,100,100.0,100,100,100
10861,85.0,92,85.0,92,85,100,85.0,88,85.0,88,85,100
10862,55.0,81,55.0,84,70,84,57.0,83,57.0,83,70,83
10863,95.0,98,97.0,100,97,100,100.0,100,100.0,100,100,100
10864,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10865,93.0,91,93.0,91,93,91,93.0,97,94.0,88,94,88
10866,98.0,95,99.0,95,99,95,93.0,96,93.0,96,93,96
10867,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10868,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10869,99.0,99,99.0,98,99,100,99.0,99,99.0,97,99,100
10870,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10871,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10872,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10873,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10874,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10875,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10876,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10877,89.0,96,89.0,95,89,95,92.0,95,92.0,92,92,92
10878,95.0,92,96.0,90,96,95,95.0,93,96.0,89,96,93
10879,99.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10880,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10881,93.0,100,93.0,100,100,100,100.0,100,100.0,100,100,100
10882,68.0,72,68.0,89,68,93,62.0,64,62.0,78,62,87
10883,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10884,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10885,100.0,100,52.0,40,100,100,100.0,100,58.0,47,100,100
10886,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10887,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10888,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10889,90.0,97,90.0,97,90,100,84.0,95,84.0,95,84,100
10890,95.0,100,95.0,100,95,100,100.0,100,100.0,100,100,100
10891,80.0,89,93.0,100,93,100,72.0,84,90.0,100,90,100
10892,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10893,100.0,100,62.0,82,100,100,100.0,100,57.0,77,100,100
10894,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10895,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10896,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10897,44.0,48,47.0,53,92,98,42.0,43,47.0,40,87,97
10898,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10899,99.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10900,99.0,99,99.0,100,99,100,99.0,99,99.0,100,99,100
10901,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10902,98.0,98,98.0,98,98,100,100.0,100,100.0,100,100,100
10903,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10904,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10905,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10906,97.0,98,97.0,100,97,100,100.0,100,100.0,100,100,100
10907,84.0,100,84.0,100,84,100,80.0,100,80.0,100,80,100
10908,81.0,74,81.0,74,81,74,88.0,69,88.0,69,88,69
10909,93.0,96,84.0,88,84,88,86.0,91,76.0,77,76,77
10910,95.0,99,95.0,100,95,100,98.0,100,98.0,100,98,100
10911,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10912,85.0,100,85.0,100,85,100,88.0,100,88.0,100,88,100
10913,77.0,70,77.0,70,100,100,73.0,68,73.0,68,100,100
10914,93.0,97,93.0,97,93,97,95.0,96,95.0,96,95,96
10915,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10916,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10917,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10918,89.0,92,90.0,96,90,100,88.0,93,89.0,100,89,100
10919,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10920,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10921,94.0,100,94.0,100,94,100,100.0,100,100.0,100,100,100
10922,99.0,100,99.0,95,99,95,99.0,99,99.0,94,99,93
10923,87.0,100,88.0,94,88,95,82.0,100,82.0,90,82,90
10924,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10925,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10926,96.0,97,96.0,96,96,98,99.0,97,99.0,97,99,97
10927,91.0,100,91.0,100,91,100,94.0,100,94.0,100,94,100
10928,90.0,92,93.0,99,93,99,100.0,100,100.0,100,100,100
10929,97.0,98,97.0,99,97,100,95.0,100,95.0,100,95,100
10930,96.0,97,96.0,96,96,98,99.0,97,99.0,97,99,97
10931,97.0,98,97.0,99,97,100,95.0,100,95.0,100,95,100
10932,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10933,85.0,97,86.0,91,86,93,100.0,100,100.0,100,100,100
10934,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10935,94.0,97,94.0,97,94,97,91.0,96,91.0,96,91,96
10936,97.0,100,97.0,100,97,100,95.0,100,95.0,100,95,100
10937,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10938,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10939,94.0,100,95.0,97,95,97,91.0,100,92.0,96,92,96
10940,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10941,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10942,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10943,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10944,100.0,100,86.0,100,86,100,100.0,100,91.0,100,91,100
10945,87.0,98,88.0,100,88,100,100.0,100,100.0,100,100,100
10946,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10947,95.0,100,95.0,98,95,98,99.0,100,99.0,97,99,97
10948,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10949,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10950,94.0,100,94.0,100,94,100,100.0,100,100.0,100,100,100
10951,95.0,98,97.0,98,97,98,99.0,98,100.0,98,100,98
10952,99.0,95,100.0,98,100,98,99.0,91,100.0,97,100,97
10953,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10954,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10955,92.0,97,92.0,97,92,100,94.0,100,94.0,100,94,100
10956,78.0,95,70.0,82,72,88,83.0,98,63.0,77,72,84
10957,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10958,95.0,100,47.0,33,55,78,100.0,100,42.0,21,55,68
10959,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10960,52.0,57,56.0,79,56,79,47.0,51,55.0,76,55,76
10961,77.0,95,74.0,86,76,93,78.0,94,71.0,84,74,91
10962,68.0,71,71.0,92,71,92,69.0,73,72.0,88,72,88
10963,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10964,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10965,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10966,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10967,92.0,86,92.0,86,92,86,87.0,76,87.0,76,87,76
10968,76.0,87,76.0,87,76,87,77.0,79,77.0,79,77,79
10969,92.0,97,92.0,99,92,99,100.0,100,100.0,100,100,100
10970,95.0,100,95.0,100,95,100,100.0,100,100.0,100,100,100
10971,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10972,97.0,100,40.0,46,50,53,100.0,100,40.0,42,50,33
10973,92.0,95,92.0,97,92,97,92.0,96,92.0,96,92,96
10974,93.0,95,93.0,97,93,97,92.0,96,92.0,96,92,96
10975,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10976,97.0,100,98.0,100,98,100,100.0,100,100.0,100,100,100
10977,97.0,92,97.0,96,97,96,95.0,88,96.0,93,96,93
10978,89.0,97,89.0,97,89,100,95.0,97,95.0,97,95,100
10979,91.0,97,91.0,97,91,100,88.0,100,88.0,100,88,100
10980,91.0,92,91.0,89,91,89,89.0,90,89.0,86,89,86
10981,98.0,100,84.0,95,84,95,100.0,100,89.0,95,89,95
10982,96.0,98,96.0,98,96,98,100.0,100,100.0,100,100,100
10983,64.0,92,87.0,100,87,100,63.0,90,90.0,100,90,100
10984,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10985,91.0,98,91.0,100,91,100,100.0,100,100.0,100,100,100
10986,90.0,100,90.0,100,90,100,100.0,100,100.0,100,100,100
10987,93.0,94,47.0,53,74,83,99.0,93,46.0,45,73,76
10988,98.0,98,98.0,97,98,97,96.0,99,96.0,96,96,96
10989,86.0,99,89.0,99,89,99,83.0,100,86.0,100,86,100
10990,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10991,85.0,84,85.0,84,85,88,82.0,81,82.0,81,82,85
10992,79.0,81,66.0,73,66,85,85.0,89,70.0,74,74,74
10993,90.0,88,90.0,88,90,90,92.0,91,92.0,86,92,86
10994,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10995,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
10996,91.0,100,88.0,95,88,97,84.0,100,84.0,93,84,96
10997,86.0,100,88.0,93,88,96,77.0,100,81.0,90,81,95
10998,92.0,99,92.0,100,92,100,95.0,100,95.0,100,95,100
10999,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11000,65.0,52,65.0,52,65,52,61.0,43,61.0,43,61,43
11001,57.0,68,57.0,79,57,91,61.0,62,61.0,62,61,74
11002,67.0,77,67.0,83,67,92,65.0,70,65.0,77,65,82
11003,88.0,91,87.0,90,87,95,90.0,93,85.0,90,86,96
11004,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11005,91.0,96,91.0,96,91,96,90.0,100,90.0,100,90,100
11006,82.0,88,90.0,92,90,93,86.0,89,92.0,90,92,90
11007,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11008,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11009,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11010,82.0,97,82.0,97,82,97,87.0,100,87.0,100,87,100
11011,81.0,93,81.0,100,81,100,86.0,98,86.0,100,86,100
11012,88.0,90,86.0,98,86,98,81.0,84,87.0,96,87,96
11013,79.0,100,79.0,100,79,100,72.0,100,72.0,100,72,100
11014,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11015,96.0,100,96.0,100,96,100,100.0,100,100.0,100,100,100
11016,98.0,97,99.0,98,99,99,90.0,95,92.0,100,92,100
11017,93.0,94,93.0,94,93,94,100.0,100,100.0,100,100,100
11018,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11019,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11020,99.0,98,99.0,100,99,100,100.0,100,100.0,100,100,100
11021,96.0,99,95.0,98,96,100,99.0,99,99.0,97,99,100
11022,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
11023,95.0,100,83.0,92,83,92,100.0,100,81.0,91,81,91
11024,92.0,98,49.0,60,49,60,88.0,98,48.0,55,48,55
11025,87.0,94,87.0,94,87,97,98.0,91,98.0,91,98,96
11026,96.0,100,74.0,99,74,99,100.0,100,73.0,100,73,100
11027,98.0,100,96.0,97,96,99,100.0,100,100.0,100,100,100
11028,100.0,100,73.0,91,73,94,100.0,100,80.0,88,80,92
11029,69.0,78,69.0,78,69,78,64.0,82,64.0,82,64,82
11030,87.0,90,87.0,90,85,100,88.0,87,88.0,87,81,100
11031,85.0,97,49.0,53,85,100,85.0,96,49.0,46,85,100
11032,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11033,96.0,100,96.0,100,96,100,95.0,100,95.0,100,95,100
11034,91.0,95,91.0,95,91,95,92.0,93,92.0,93,92,93
11035,88.0,97,86.0,94,86,94,79.0,100,81.0,91,81,91
11036,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11037,91.0,98,91.0,100,91,100,93.0,98,93.0,100,93,100
11038,93.0,100,93.0,100,93,100,90.0,100,90.0,100,90,100
11039,100.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
11040,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11041,93.0,96,51.0,62,56,95,100.0,100,40.0,52,56,93
11042,85.0,81,85.0,89,85,91,86.0,80,86.0,89,86,89
11043,88.0,92,76.0,96,76,96,84.0,90,74.0,94,74,94
11044,77.0,92,85.0,97,85,97,90.0,90,87.0,97,87,97
11045,98.0,100,98.0,100,51,68,98.0,100,98.0,100,52,44
11046,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11047,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11048,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11049,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11050,97.0,97,97.0,95,97,95,95.0,95,95.0,92,95,92
11051,83.0,89,87.0,89,87,89,75.0,85,83.0,85,83,85
11052,84.0,89,84.0,93,84,93,100.0,100,100.0,100,100,100
11053,94.0,95,94.0,98,94,98,91.0,91,94.0,97,94,97
11054,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11055,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11056,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11057,85.0,86,73.0,99,73,99,82.0,79,75.0,100,75,100
11058,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11059,68.0,78,73.0,78,73,88,80.0,84,75.0,73,75,84
11060,96.0,100,96.0,100,96,100,100.0,100,100.0,100,100,100
11061,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11062,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11063,97.0,99,97.0,99,97,100,100.0,100,100.0,100,100,100
11064,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11065,97.0,98,97.0,98,97,100,100.0,100,100.0,100,100,100
11066,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
11067,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11068,94.0,97,96.0,100,96,100,100.0,100,100.0,100,100,100
11069,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11070,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11071,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11072,96.0,100,96.0,100,96,100,95.0,100,95.0,100,95,100
11073,88.0,94,91.0,99,91,100,84.0,91,92.0,100,92,100
11074,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11075,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11076,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11077,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11078,84.0,97,84.0,97,84,97,86.0,100,86.0,100,86,100
11079,89.0,98,85.0,98,85,98,88.0,100,86.0,100,86,100
11080,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11081,96.0,100,53.0,40,53,40,100.0,100,48.0,36,48,36
11082,96.0,99,96.0,99,96,99,100.0,100,100.0,100,100,100
11083,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11084,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11085,98.0,100,98.0,100,98,100,100.0,100,100.0,100,100,100
11086,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11087,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11088,94.0,96,95.0,97,95,97,98.0,96,98.0,96,98,96
11089,97.0,100,97.0,100,97,100,96.0,100,96.0,100,96,100
11090,99.0,99,99.0,97,99,97,100.0,100,100.0,100,100,100
11091,100.0,100,51.0,34,51,47,100.0,100,47.0,16,47,13
11092,95.0,97,50.0,36,50,33,96.0,96,47.0,36,47,33
11093,98.0,100,99.0,100,99,100,94.0,98,97.0,100,97,100
11094,61.0,72,56.0,83,71,100,64.0,72,64.0,85,72,100
11095,87.0,98,87.0,100,87,100,94.0,100,94.0,100,94,100
11096,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11097,82.0,100,43.0,53,84,98,76.0,100,41.0,47,80,98
11098,90.0,100,90.0,100,90,100,90.0,100,90.0,100,90,100
11099,98.0,86,65.0,59,78,94,98.0,83,69.0,56,79,92
11100,99.0,100,99.0,97,99,97,99.0,99,99.0,95,99,95
11101,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11102,88.0,100,88.0,100,88,100,87.0,100,87.0,100,87,100
11103,95.0,96,95.0,95,95,97,92.0,95,92.0,95,92,95
11104,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11105,97.0,100,97.0,100,97,100,96.0,100,96.0,100,96,100
11106,91.0,95,92.0,94,92,100,91.0,94,92.0,95,92,100
11107,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11108,78.0,98,78.0,98,78,100,85.0,100,85.0,100,85,100
11109,100.0,96,100.0,96,100,97,99.0,96,99.0,96,99,96
11110,90.0,93,90.0,93,90,97,89.0,96,89.0,96,89,96
11111,78.0,87,85.0,99,85,100,79.0,88,79.0,100,79,100
11112,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11113,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11114,68.0,100,68.0,100,68,100,68.0,100,68.0,100,68,100
11115,96.0,100,96.0,100,96,100,100.0,100,100.0,100,100,100
11116,79.0,100,79.0,100,79,100,87.0,100,87.0,100,87,100
11117,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11118,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11119,94.0,100,94.0,100,94,100,100.0,100,100.0,100,100,100
11120,94.0,100,95.0,98,95,100,100.0,100,100.0,100,100,100
11121,70.0,70,70.0,70,96,100,69.0,69,69.0,69,100,100
11122,62.0,67,77.0,88,77,89,46.0,57,75.0,77,75,77
11123,81.0,82,81.0,96,81,96,71.0,77,73.0,94,73,94
11124,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11125,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11126,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
11127,91.0,93,91.0,94,91,94,89.0,95,89.0,95,89,95
11128,95.0,92,95.0,92,95,98,99.0,92,99.0,92,99,97
11129,56.0,76,97.0,96,97,97,46.0,59,97.0,95,97,95
11130,97.0,100,97.0,100,97,100,95.0,100,95.0,100,95,100
11131,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11132,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
11133,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11134,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11135,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11136,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
11137,93.0,100,93.0,100,93,100,89.0,100,89.0,100,89,100
11138,92.0,99,87.0,99,87,99,89.0,100,88.0,100,88,100
11139,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11140,99.0,100,76.0,93,85,98,100.0,100,76.0,94,86,100
11141,95.0,100,75.0,100,75,100,98.0,100,77.0,100,77,100
11142,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11143,95.0,85,98.0,93,98,94,97.0,80,100.0,92,100,92
11144,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11145,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11146,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11147,97.0,97,97.0,95,97,95,96.0,96,96.0,94,96,94
11148,77.0,100,77.0,100,77,100,74.0,100,74.0,100,74,100
11149,96.0,100,96.0,100,96,100,96.0,100,96.0,100,96,100
11150,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11151,90.0,100,90.0,100,90,100,100.0,100,100.0,100,100,100
11152,89.0,92,64.0,87,70,99,88.0,94,60.0,86,77,100
11153,88.0,94,89.0,97,89,97,92.0,97,92.0,100,92,100
11154,90.0,94,90.0,100,90,100,72.0,88,89.0,100,89,100
11155,82.0,91,87.0,91,87,100,83.0,91,88.0,90,88,100
11156,99.0,96,99.0,95,99,97,99.0,94,99.0,92,99,96
11157,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11158,95.0,98,95.0,98,95,98,94.0,100,95.0,97,95,97
11159,99.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11160,93.0,100,93.0,100,93,100,91.0,100,91.0,100,91,100
11161,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11162,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11163,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11164,95.0,100,96.0,99,96,100,100.0,100,100.0,100,100,100
11165,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11166,95.0,100,95.0,100,95,100,100.0,100,100.0,100,100,100
11167,94.0,100,94.0,100,94,100,100.0,100,100.0,100,100,100
11168,95.0,100,95.0,100,95,100,100.0,100,100.0,100,100,100
11169,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11170,97.0,100,96.0,99,96,99,100.0,100,97.0,99,97,99
11171,90.0,97,43.0,47,79,96,88.0,95,42.0,41,73,94
11172,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11173,96.0,99,96.0,99,96,99,93.0,100,93.0,100,93,100
11174,94.0,96,94.0,96,94,96,91.0,94,91.0,94,91,94
11175,78.0,100,78.0,100,78,100,92.0,100,92.0,100,92,100
11176,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11177,94.0,100,94.0,100,94,100,100.0,100,100.0,100,100,100
11178,93.0,100,93.0,100,93,100,100.0,100,100.0,100,100,100
11179,90.0,97,80.0,88,80,88,92.0,94,76.0,79,76,79
11180,91.0,97,91.0,98,91,98,91.0,100,91.0,100,91,100
11181,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
11182,93.0,100,93.0,100,93,100,90.0,100,90.0,100,90,100
11183,95.0,98,45.0,42,82,86,94.0,97,45.0,44,82,83
11184,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11185,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11186,98.0,99,98.0,100,98,100,100.0,100,100.0,100,100,100
11187,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11188,98.0,100,98.0,100,98,100,100.0,100,100.0,100,100,100
11189,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11190,99.0,99,99.0,100,99,100,100.0,99,100.0,100,100,100
11191,99.0,98,88.0,90,88,100,100.0,100,88.0,91,88,100
11192,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11193,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11194,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
11195,100.0,100,51.0,46,100,100,100.0,100,54.0,40,100,100
